Product Name,Price (₹),Rating,Number of Ratings
"Acer Aspire Lite, Intel Core i5-1334U, 13th Gen, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, MS Office, Steel Gray, 1.59KG, AL15-53, Metal Body, Thin and Light Premium Laptop","51,990",4.3 out of 5 stars,3
"ASUS Vivobook 15, 15.6"" FHD,13th Gen Intel Core i7-13620H, Thin & Light Laptop(16GB/512GB/Intel Iris Xᵉ iGPU/Windows 11/MS Office 365 Basic (1Year)*/Office 2024/Quiet Blue/1.7 Kg), X1502VA-BQ838WS","66,990",3.3 out of 5 stars,"1,047"
"Lenovo IdeaPad Slim 3 13th Gen Core i3-1305U (8GB RAM/512GB SSD/Integrated Intel UHD Graphics/14 inch (35.5cm)/Windows 11/ MS Office 2021/Grey/1.3Kg), 82X6004GIN Thin & Light Laptop","2,15,590",5.0 out of 5 stars,16
"Dell [Smartchoice] Alienware M16 R2 Gaming Laptop,Intel Ultra 9 185H,32GB DDR5,1TB SSD,Nvidia RTX 4070 8 Gb GDDR6,16"" (40.6Cm) QHD+ 240Hz,Nvidia G-Sync +Alienfx RGB Backlit Kb,Dark Metallic,2.61Kg","1,19,990",4.1 out of 5 stars,13
"HP OMEN, 14th Gen Intel Core i7-14650HX, 8GB NVIDIA RTX 4060, 16GB DDR5, 1TB SSD, (Win11, Office21, Black, 2.39kg), 144Hz, IPS, 16.1-inch(40.9cm) Gaming Laptop, Tempest Cooling, Backlit KB, wf1096TX","37,990",3.4 out of 5 stars,2
"HP Laptop 15, AMD Ryzen™ 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, Dual Speakers,MSO,Windows 11,Natural Silver, 1.69 kg, 15s-fc0155AU","44,990",3.3 out of 5 stars,8
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","31,939",5.0 out of 5 stars,2
"HP Laptop 247 G8 (2024), AMD Ryzen 5 3500U Quad Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Black/1.47 kg/MS Office 2021","84,990",3.6 out of 5 stars,181
"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 4050/win 11/Office Home/70WHr Battery/Indie Black/1.80 kg), K3605ZU-RP304WS","1,44,990",3.6 out of 5 stars,67
"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4060) PHN16-72 with 40.64 cm (16"") WQXGA Display","56,990",3.6 out of 5 stars,41
"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg","79,990",4.1 out of 5 stars,483
"HP Envy x360, AMD Ryzen 5 7530U, 16GB LPDDR5, 512GB SSD, (Win 11, Office21, Black, 2.14kg), IPS, Touchscreen, 15.6-inch (39.6cm), FHD Laptop, AMD Radeon Graphics, 5MP IR Camera, Backlit KB, fh0015AU","94,500",3.7 out of 5 stars,11
"HP Pavilion x360, 13th Gen Intel Core i7-1355U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Gold,1.51kg),Touchscreen, IPS,15.6-inch(39.6cm) FHD Laptop, Iris Xe Graphics, 5MP camera, Backlit KB, ek1020TU","27,840",4.0 out of 5 stars,6
"Lenovo V15 G3 (82TTA01EIN) Laptop (Intel Core i3-1215U/ 8GB RAM/ 512GB SSD/DOS/ 15.6"" FHD/ 1 Year Warranty), Iron Grey","56,990",4.1 out of 5 stars,256
"ASUS Vivobook 15, 15.6"" FHD, 13th Gen Intel Core i5-13420H, Thin & Light Laptop(16GB RAM/512GB SSD/Intel Iris Xᵉ iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office 2024/Blue/1.5 Kg),X1502VA-BQ836WS","1,490",3.3 out of 5 stars,Not Found
51 Trading Strategies - Optimise Your Trades with 51 Time-tested Strategies by Aseem Singhal | Zebralearn | 7 Categories of Trading Strategies | Technical Analysis | Zebra Learn,Not Found,4.4 out of 5 stars,Not Found
"Lenovo Thinkbook 16 AMD Ryzen 7 16"" WUXGA IPS Antiglare 300 NITS Thin and Light Laptop (16GB Ram/512GB SSD/Windows 11 Home/Fpr/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA0G1IN","54,989",2.9 out of 5 stars.,99
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",3.5 out of 5 stars.,5
HP Firefly 16 inch G11/BZ MB WS ZB/Firefly 16 G11/DSC U7-155H/32GB/1TB SSD/RTX A500 4GB/Win11 Pro 64/3 Year Warranty(A1VX4PT),"1,42,000",3.8 out of 5 stars.,1
"Lenovo IdeaPad 1, AMD Ryzen 5 5500U, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MSOffice 2021, Grey, 1.6Kg, 82R400BRIN, Integrated AMD Graphics, HD Camera, 1 Year ADP Free, Thin &Light Laptop","35,499",4.1 out of 5 stars,"1,927"
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",5.0 out of 5 stars,8
"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","18,990",5.0 out of 5 stars,"3,203"
"STEADFAST CC13-7 Sheets Microcut Shredder Shreds Paper, CD, Credit Card and Staples into 2 x 9 mm Unreadable Particles with 15L Bin (White)","9,699",4.0 out of 5 stars,11
